"","No","Words.(Indonesian)","Words.(English)","ALL_Valence_N","ALL_Valence_Mean","ALL_Valence_SD","ALL_Arousal_N","ALL_Arousal_Mean","ALL_Arousal_SD","ALL_Dominance_N","ALL_Dominance_Mean","ALL_Dominance_SD","ALL_Predictability_N","ALLPredictability_Mean","ALL_Predictability_SD","ALL_Concreteness_N","ALL_Concreteness_Mean","ALL_Concreteness_SD","ALL_Frequency_N","ALL_Frequency_Mean","ALL_Frequency_SD","Borrowed","age","age.youngest","age.oldest","age.youngest.num","age.oldest.num","Parameter_name","bor15","bor15.cat","cat","ALL_Valence_Mean.scaled","ALL_Frequency_Mean.scaled","ALL_Concreteness_Mean.scaled","ALL_Dominance_Mean.scaled","ALL_Arousal_Mean.scaled","ALLPredictability_Mean.scaled"
"186",186,"buku","book ",56,6.39285714285714,1.87498917745794,69,4.69565217391304,2.04583039250201,82,5.70731707317073,2.20822147796689,68,6.89705882352941,2.03799510700827,70,2.84285714285714,1.99008931622238,61,6.19672131147541,2.21975728501374,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the book",1,"1","Noun",1.20321290637941,0.839660381695778,-1.01852899661969,1.02189993142852,-0.0528560888766627,2.10184021402124
"187",187,"bulan","moon, month",56,5.10714285714286,2.0948297516294,69,3.85507246376812,2.42095850195768,82,5.42682926829268,2.13165725712387,68,6.29411764705882,2.59194402653662,70,3.57142857142857,2.24300153825652,61,6.04918032786885,2.25407948327913,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the moon",0,"0","Noun",0.0187103427280352,0.556420696565118,-0.19756415487995,0.403682823533614,-1.4716956091723,1.23920107899247
"188",188,"bulu","fur, body hair, feather",56,5.32142857142857,1.40268758728823,69,3.97101449275362,1.71473728473758,82,5.13414634146341,2.23751512925129,68,6.63235294117647,1.73553219301063,70,3.37142857142857,2.0156735744143,61,5.63934426229508,2.18351999368944,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the body hair",0,"0","Noun",0.21612743666993,-0.230356206575602,-0.422927052612429,-0.241413289052374,-1.2759936063729,1.72312059376471
"191",191,"bumi","earth ",56,5.94642857142857,1.84311636151327,69,4.65217391304348,2.44243180985264,82,5.29268292682927,2.42154835110554,68,5.91176470588235,2.47214508412121,70,3.24285714285714,2.09509928017477,61,5.72131147540984,2.36030469460325,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the land",1,"1","Noun",0.791927294000457,-0.0730008259474583,-0.567803201154736,0.108013771931704,-0.126244339926437,0.692161627510803
"192",192,"bunga","flower",56,6.51785714285714,1.72670017851783,69,4.34782608695652,2.24804547104762,82,5.34146341463415,2.1842280450919,68,6.64705882352941,2.18382593124559,70,2.84285714285714,1.80687667333147,61,5.59016393442623,2.40400394606115,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the flower",0,"0","Noun",1.31837287784551,-0.324769434952489,-1.01852899661969,0.215529790696035,-0.639962097274856,1.74416057266785
"195",195,"burung","bird ",56,4.96428571428571,1.694529011681,69,4.3768115942029,1.79952158082742,82,5.64634146341463,1.95865884588303,68,6.91176470588235,1.92187170986606,70,3.02857142857143,1.94095022725445,61,6.0983606557377,2.17336082318596,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the bird",0,"0","Noun",-0.112901053233228,0.650833924942004,-0.809263448725249,0.887504907973105,-0.591036596575007,2.12288019292438
"196",196,"burung hantu","owl ",56,5.10714285714286,1.95102370731201,69,4.57971014492754,2.00298157976207,82,5.03658536585366,1.93374913760565,68,5.52941176470588,2.41556265337847,70,3.2,2.28796473064942,61,4.34426229508197,2.19001709203101,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the owl",0,"0","Noun",0.0187103427280352,-2.71657122050028,-0.616095250668839,-0.456445326581036,-0.248558091676061,0.145122176029138
"197",197,"bis","bus",56,4.64285714285714,1.76252475344135,69,4.15942028985507,2.15995090089755,82,5.35365853658537,1.97747782506655,68,6.76470588235294,2.10271783657803,70,3.25714285714286,2.19145715724713,61,6.24590163934426,2.25577582888104,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the bus",1,"1","Noun",-0.40902669414607,0.934073610072663,-0.551705851316702,0.242408795387117,-0.957977851823877,1.91248040389297
"198",198,"busa","foam, lather",56,5.08928571428571,1.90956240312501,69,3.79710144927536,1.77879428881184,82,5.31707317073171,2.21040216876169,68,6.29411764705882,2.58040158583147,70,3.45714285714286,2.01936791865432,61,5.40983606557377,2.01144267612683,"4. very little evidence for borrowing","Early Malay",NA,NA,NA,NA,"the foam",0,"0","Noun",0.00225891823287773,-0.670951272334405,-0.326342953584223,0.16177178131387,-1.56954661057199,1.23920107899247
"199",199,"busuk","putried, rotten, foul",56,3.07142857142857,1.86700677173766,69,4.82608695652174,2.04332861181377,82,4.75609756097561,2.08202759442439,68,5.11764705882353,2.65155213212831,70,4.04285714285714,1.99590678448157,61,5.04918032786885,2.28346395861052,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"rotten",0,"0","Adj",-1.85675204971997,-1.36331494709824,0.333648389775178,-1.07466243447594,0.167308664272659,-0.443997233258807
"200",200,"buta","blind ",56,3.10714285714286,1.26028238435348,69,5.05797101449275,1.99177764211221,82,4.71951219512195,2.34270282990228,68,5.02941176470588,2.49160134466874,70,4.42857142857143,2.34410409678477,61,5.19672131147541,2.14335929583405,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"blind",0,"0","Adj",-1.82384920072965,-1.08007526196758,0.768276835402101,-1.15529944854919,0.558712669871454,-0.570237106677652
"205",205,"cakar","claw",56,4.03571428571429,1.68376510685574,69,4.72463768115942,1.82211946701874,82,5.46341463414634,2.07985708169504,68,5.16176470588235,2.14135048835066,70,3.2,1.77421139860968,61,5.0983606557377,2.10321118001963,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the claw",0,"0","Noun",-0.968375126981439,-1.26890171872135,-0.616095250668839,0.484319837606863,-0.00393058817681461,-0.380877296549384
"211",211,"cara","manner, style, method",56,5.44642857142857,2.00834298824717,69,4.28985507246377,1.94861526455978,82,5.91463414634146,2.17846485483652,68,6.73529411764706,1.86577699439153,70,5.17142857142857,2.29031627821231,61,5.85245901639344,2.61938965902218,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the manner",1,"1","Noun",0.331287408136035,0.178767783057572,1.60533902697988,1.47884301117693,-0.737813098674554,1.87040044608669
"214",214,"cemar","dirty, filthy",56,3.21428571428571,1.85584370143497,69,4.76811594202899,1.95647437661723,82,4.71951219512195,2.05044042389634,68,4.73529411764706,2.09204354181752,70,5,2.20670913746948,61,4.72131147540984,1.99274640919664,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"dirty",0,"0","Adj",-1.7251406537587,-1.99273646961082,1.41217082892347,-1.15529944854919,0.0694576628729598,-0.99103668474047
"221",221,"cepat","fast, speedy, quick",56,6.125,1.95459830795346,69,4.60869565217391,2.17754172854153,82,5.57317073170732,2.26639697635728,68,6.08823529411765,2.26416136573324,70,5.1,2.34767847093646,61,6.16393442622951,2.3393754712804,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"fast",0,"0","Adj",0.956441538952036,0.776718229444519,1.52485227778971,0.726230879826608,-0.199632590976211,0.944641374348492
"222",222,"cerah","bright and clear",56,6.75,2.20948369123155,69,4.82608695652174,2.36367436880361,82,5.41463414634146,2.39315494802142,68,6.82352941176471,2.29822239204589,70,4.72857142857143,2.44902481965532,61,6.16393442622951,2.43707699145823,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"bright",0,"0","Adj",1.53224139628256,0.776718229444519,1.10632118200082,0.376803818842532,0.167308664272659,1.99664031950554
"232",232,"dada","chest ",56,5,1.69491217257039,69,4.66666666666667,1.97533814429675,82,5.28048780487805,2.04441056882504,68,5.92647058823529,2.38350160365887,70,3.11428571428571,1.77374456229095,61,5.54098360655738,2.24776756280391,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the chest",0,"0","Noun",-0.0799982042429119,-0.419182663329374,-0.712679349697044,0.0811347672406202,-0.101781589576512,0.713201606413943
"234",234,"dagu","chin ",56,4.94642857142857,1.50658726757038,69,3.68115942028985,1.9740429820041,82,5.31707317073171,1.99924707296959,68,6.69117647058824,1.96428827976071,70,3.01428571428571,1.81373868931726,61,5.26229508196721,2.44200490952456,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the chin",0,"0","Noun",-0.129352477728386,-0.954190957465064,-0.825360798563283,0.16177178131387,-1.76524861337139,1.80728050937727
"239",239,"danau","lake ",56,5.51785714285714,1.86831057792446,69,4.26086956521739,2.2403530047021,82,5.48780487804878,2.00766372693978,68,6.80882352941176,1.73856479617036,70,3.28571428571429,1.97918777911808,61,5.42622950819672,2.25432189651672,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the lake",0,"0","Noun",0.397093106116668,-0.639480196208776,-0.519511151640634,0.538077846989029,-0.786738599374403,1.9756003406024
"240",240,"dapur","kitchen ",56,5.67857142857143,1.55045029068852,69,3.17391304347826,2.06480679725112,82,5.63414634146341,2.00931285547057,68,6.66176470588235,1.8895651724207,70,3.2,2.04726753205977,61,5.9344262295082,2.4485972341936,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the oven",0,"0","Noun",0.545155926573089,0.336123163685716,-0.616095250668839,0.860625903282021,-2.62144487561876,1.76520055157099
"241",241,"darah","blood ",56,4.41071428571429,1.96123139160798,69,5.89855072463768,1.79168773159171,82,5.1219512195122,2.27379187241765,68,5.39705882352941,2.43812814107648,70,3.37142857142857,1.99398681962871,61,5.49180327868852,2.4941461519571,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the blood",0,"0","Noun",-0.622895212583123,-0.513595891706261,-0.422927052612429,-0.268292293743455,1.97755219016709,-0.0442376340991291
"242",242,"dataran","plain, level land",56,4.83928571428571,1.82683815986465,69,3.91304347826087,1.98330628908324,82,5.48780487804878,2.06226474117461,68,6.11764705882353,2.30851384489692,70,3.44285714285714,2.14432661830299,61,5.22950819672131,2.28322463942959,"5. no evidence for borrowing","Early Malay",NA,NA,NA,NA,"the plain",0,"0","Noun",-0.228061024699333,-1.01713310971632,-0.342440303422258,0.538077846989029,-1.3738446077726,0.986721332154774
"243",243,"daun","leaf",56,5.5,2,69,4.02898550724638,1.68881279647911,82,5.28048780487805,1.95172851686733,68,6.48529411764706,2.22262885266103,70,3.1,1.95714965769322,61,6.0983606557377,2.27819312930801,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the leaf",0,"0","Noun",0.380641681621509,0.650833924942004,-0.728776699535078,0.0811347672406202,-1.1781426049732,1.5127208047333
"248",248,"demam","fever ",56,3.71428571428571,1.58072809132415,69,4.60869565217391,2.05953586507729,82,4.89024390243902,2.40373216786707,68,6.44117647058824,1.67850638065093,70,4.21428571428571,2.10515486808775,61,6.11475409836066,2.12209299714329,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the fever",0,"0","Noun",-1.26450076789428,0.682305001067634,0.526816587831588,-0.778993382874028,-0.199632590976211,1.44960086802387
"252",252,"dengki","envy, spite, jealous",56,3.14285714285714,1.81337025681786,69,5.57971014492754,2.07510309525213,82,4.41463414634146,2.28225153888016,68,5.01470588235294,2.30827613559856,70,5.57142857142857,2.4410227636188,61,4.73770491803279,2.03225358772195,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the envy or jealousy",0,"0","Noun",-1.79094635173933,-1.96126539348519,2.05606482244483,-1.82727456582626,1.43937168246874,-0.591277085580793
"263",263,"dingin","cold ",56,5.14285714285714,1.98566289758789,69,4.23188405797101,1.89538857987292,82,5.13414634146341,2.24852321973286,68,6.97058823529412,1.515793356484,70,4.37142857142857,2.20126069656556,61,6.0327868852459,2.22835674219632,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"cold",0,"0","Adj",0.0516131917183517,0.524949620439488,0.703887436049963,-0.241413289052374,-0.835664100074253,2.20704010853695
"269",269,"dokter","doctor ",56,6.01785714285714,1.97705999751303,69,4.89855072463768,2.03024866295205,82,5.36585365853659,2.40119412228326,68,6.45588235294118,2.22894007023492,70,3.11428571428571,1.93774751307559,61,5.73770491803279,2.40070572501964,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the physician",1,"1","Noun",0.857732991981089,-0.0415297498218298,-0.712679349697044,0.269287800078201,0.289622416022283,1.47064084692702
"279",279,"dunia","world ",56,6.32142857142857,1.67448383207964,69,5.3768115942029,2.03716534079734,82,5.28048780487805,2.34270282990228,68,6.58823529411765,1.84662090847885,70,4.14285714285714,2.24115468612101,61,6.0327868852459,2.37323417242346,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the world",1,"1","Noun",1.13740720839877,0.524949620439488,0.446329838641417,0.0811347672406202,1.0968931775698,1.66000065705528
"288",288,"elang","eagle ",56,5.21428571428571,1.42336714377353,69,4.23188405797101,2.25013024156532,82,5.09756097560976,2.23667387589256,68,5.55882352941176,2.49406670811202,70,3.42857142857143,2.30041854144817,61,4.95081967213115,2.20171319285836,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the hawk",0,"0","Noun",0.117418889698983,-1.55214140385201,-0.358537653260292,-0.322050303125621,-0.835664100074253,0.18720213383542
"292",292,"empuk","soft, tender",56,5.35714285714286,2.13565890559306,69,4.2463768115942,2.6256976501575,82,5.45121951219512,2.25614354144735,68,5.91176470588235,2.32914880434153,70,3.98571428571429,2.38651317502661,61,5.50819672131148,2.34252677551166,"1. clearly borrowed","Modern",NA,NA,NA,NA,"soft",1,"1","Adj",0.249030285660246,-0.482124815580633,0.269258990423041,0.45744083291578,-0.811201349724328,0.692161627510803
"297",297,"fajar","dawn ",56,6.125,2.16637527178045,69,5.11594202898551,2.36727835712646,82,5.21951219512195,2.21121937336244,68,6.16176470588235,2.54282892245723,70,4.2,2.32566026155454,61,5.01639344262295,2.24715971305029,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the dawn",1,"1","Noun",0.956441538952036,-1.4262570993495,0.510719237993554,-0.0532602562147929,0.656563671271152,1.0498412688642
"306",306,"gadis","girl ",62,6.37096774193548,1.62191822243103,82,4.86585365853659,2.029183349217,67,5.65671641791045,2.45907249579488,52,5.75,2.53504843903135,83,3.32530120481928,2.18703738653926,82,6.23170731707317,2.2569441838649,"2. probably borrowed","Modern",NA,NA,NA,NA,"the girl",1,"1","Noun",1.18304664409502,0.906824263671204,-0.474904037631623,0.91037212091925,0.234432064623062,0.460721859576252
"314",314,"garam","salt ",62,4.90322580645161,1.28942327201159,82,4.6219512195122,2.04661867420169,67,5.44776119402985,1.8527913592457,52,6.07692307692308,2.39972346320345,83,3.08433734939759,1.95812764773074,82,6.41463414634146,2.26596513932735,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the salt",0,"0","Noun",-0.169154311184413,1.25799541799987,-0.74642560116473,0.449818428600398,-0.177258124192744,0.92845677519223
"316",316,"garpu","fork ",62,5.06451612903226,1.54570762342451,82,4.0609756097561,1.78711133891243,67,5.3134328358209,2.09044692353516,52,5.88461538461539,2.75577003333395,83,2.80722891566265,1.9472170969279,82,6.3780487804878,1.87669425611217,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the fork",1,"1","Noun",-0.0205607996152447,1.18776118713413,-1.0586753992278,0.153748197823994,-1.1241455584691,0.653318589535773
"318",318,"gaun","dress ",62,5.66129032258065,1.44793293462905,82,5.14634146341463,2.1379692176901,67,5.55223880597015,1.86095106093593,52,5.15384615384615,2.54669809587896,83,3.27710843373494,2.24864866201279,82,5.54878048780488,2.10321587407187,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the (woman's) dress",1,"1","Noun",0.529235193190677,-0.404214712489137,-0.529208350338245,0.680095274759824,0.707875781761238,-0.392206515958767
"320",320,"gelap","dark ",62,4.35483870967742,1.41533491597524,82,4.6219512195122,1.92860369052897,67,5,2.10338831988828,52,4.86538461538461,2.34335812460469,83,4.03614457831325,2.12100863679967,82,6.17073170731707,2.25424087602243,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"dark",0,"0","Adj",-0.674372250519585,0.789767212228317,0.326084574791041,-0.537082340654284,-0.177258124192744,-0.804913794443455
"324",324,"gembira","glad, happy, cheerful",62,7.09677419354839,1.98113791957357,82,5.67073170731707,1.96295870190944,67,5.8955223880597,2.00101738031167,52,5.80769230769231,2.3849072949341,83,4.62650602409639,2.05242773185208,82,6.39024390243902,1.98610045101087,"2. probably borrowed","Early Malay",NA,NA,NA,NA,"happy",1,"1","Adj",1.85171744615627,1.21117259742271,0.991312405447152,1.43671919785508,1.59300968771522,0.543263315273189
"326",326,"gempa","earthquake , quake",62,3.04838709677419,1.61374647443928,82,6.68292682926829,2.01155948826448,67,4,2.16724933890166,52,4.40384615384615,2.76007683457001,83,3.83132530120482,2.20210141936772,82,6.31707317073171,2.17095330246727,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the earthquake",1,"1","Noun",-1.87797969422985,1.07070413569125,0.0952912457879007,-2.74116072532307,3.30152397130081,-1.46524544001895
"336",336,"gigi","teeth ",62,5.30645161290323,1.63555484822574,82,4.1219512195122,1.73838469014324,67,5.28358208955224,2.24152254904031,52,6.19230769230769,2.47369265561619,83,3.01204819277108,1.85113001680394,82,6.58536585365854,1.98731296666167,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the tooth",0,"0","Noun",0.202329467738508,1.58575516203995,-0.827882070224662,0.0879548132070141,-1.02122301126515,1.09353968658611
"337",337,"gila","crazy ",62,4.03225806451613,1.50374114810617,82,5.23170731707317,2.00184347439933,67,4.77611940298507,1.89753345099582,52,5.09615384615385,2.89190632143327,83,5.19277108433735,2.21115702702863,82,6.02439024390244,2.21094700539031,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"mad",0,"0","Adj",-0.971559273657921,0.508830288765387,1.62938807974995,-1.03053272528163,0.85196734784677,-0.474747971655706
"347",347,"gua","cave ",62,5.16129032258065,1.13359356620768,82,4.40243902439024,1.89123877423617,67,4.86567164179105,1.97634129665154,52,4.90384615384615,2.55342611348826,83,3.49397590361446,2.19408013936339,82,5.47560975609756,2.52016857047447,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the cave",1,"1","Noun",0.0685953073262561,-0.544683174220602,-0.284838943158449,-0.833152571430687,-0.547779294126969,-0.749886157312163
"351",351,"gula","sugar ",62,5.56451612903226,1.2495371961865,82,4.67073170731707,2.17195865436389,67,5.64179104477612,2.15815221566487,52,5.19230769230769,2.5208033386396,83,3.37349397590361,1.92360715129785,82,6.20731707317073,2.37651994185319,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the sugar",1,"1","Noun",0.440079086249177,0.860001443094049,-0.420599724925002,0.87747542861076,-0.0949200864295824,-0.337178878827476
"354",354,"gunting","scissors ",62,4.93548387096774,1.83652351318726,82,4.5,2.08610926172429,67,5.74626865671642,1.90965079769947,52,5.78846153846154,2.62220187719523,83,3.1566265060241,1.9845865067322,82,6.15853658536585,2.19690867095597,"5. no evidence for borrowing","Early Malay",NA,NA,NA,NA,"the scissors or shears",0,"0","Noun",-0.139435608870579,0.766355801939739,-0.664969132104798,1.10775227477019,-0.383103218600647,0.515749496707544
"355",355,"gunung","mountain ",62,4.87096774193548,1.67414153159009,82,4.31707317073171,2.07797413677323,67,4.73134328358209,2.17828184691818,52,5.44230769230769,2.34657415318806,83,3.46987951807229,2.1375695646794,82,5.78048780487805,2.43951214635122,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the mountain or hill",0,"0","Noun",-0.198873013498246,0.0406020829938357,-0.311991099511759,-1.12922280220709,-0.6918708602125,0.0205007625259197
"358",358,"guru","teacher ",62,5.43548387096774,1.54305389918861,82,4.5609756097561,2.07927789564046,67,5.1044776119403,2.11870692667906,52,5.46153846153846,2.43714344570899,83,3.42168674698795,2.31706543760406,82,6.40243902439024,2.15372061703371,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the teacher",1,"1","Noun",0.321204276993842,1.23458400771129,-0.366295412218381,-0.306805494494858,-0.280180671396696,0.0480145810915654
"366",366,"halus","refined, smooth, small, unseen",62,5.67741935483871,1.47963435390592,82,4.29268292682927,2.05773341011714,67,5.40298507462687,1.93891332805602,52,6.15384615384615,2.45256660587627,83,4.30120481927711,2.20716648591851,82,6.19512195121951,2.42639306755472,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"smooth",0,"0","Adj",0.544094544347595,0.836590032805472,0.624758294677459,0.35112835167493,-0.733039879094081,1.03851204945481
"371",371,"hari","day ",62,5.2741935483871,1.67105890487566,82,4.89024390243902,1.86591319158813,67,5.19402985074627,2.20357014706472,52,6.40384615384615,2.24271907260191,83,4.56626506024096,2.22618984948711,82,6.96341463414634,2.17984664740503,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the day(2)",0,"0","Noun",0.172610765424674,2.31150888098586,0.923432014563876,-0.109425340643922,0.275601083504643,1.39619169080821
"376",376,"hati","heart",62,6.11290322580645,1.17494106876532,82,5.63414634146341,1.37447808385988,67,5.43283582089552,2.14068723457519,52,4.42307692307692,2.41194863735962,83,3.50602409638554,1.98392007839556,82,6.31707317073171,2.19920327200943,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the liver",0,"0","Noun",0.945297025584349,1.07070413569125,-0.271262864981793,0.416921736291908,1.53125615939285,-1.43773162145331
"381",381,"hidung","nose ",62,4.80645161290323,1.22593169222993,82,3.60975609756098,1.18380113404337,67,5.49253731343284,2.18377719981575,52,5.94230769230769,2.0714062812255,83,3.12048192771084,2.1034094875298,82,6.68292682926829,1.83166960725331,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the nose",0,"0","Noun",-0.258310418125914,1.77304644434857,-0.705697366634764,0.548508505525866,-1.88577240777834,0.73586004523271
"382",382,"hidup","be alive, live, life, fresh",62,5.88709677419355,2.22581603167797,82,5.34146341463415,2.12114290294039,67,5.77611940298507,2.11646428659593,52,5.23076923076923,2.67607691069892,83,4.59036144578313,2.39428254225644,82,6.47560975609756,2.29452170844403,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to be alive",0,"0","Verb",0.737266109387513,1.37505246944275,0.950584170917187,1.17354565938716,1.03722793281388,-0.282151241696184
"383",383,"hijau","green ",62,5.41935483870968,1.49916246669051,82,4.5609756097561,2.23936477421397,67,5.43283582089552,2.24434562641734,52,5.90384615384615,2.35363394778818,83,3.32530120481928,2.00066107205654,82,6.68292682926829,2.39277744901315,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"green",0,"0","Adj",0.306344925836925,1.77304644434857,-0.474904037631623,0.416921736291908,-0.280180671396696,0.680832408101419
"388",388,"hitam","black ",62,4.91935483870968,1.29688639866481,82,4.70731707317073,2.06372433845633,67,5.07462686567164,1.78642552224828,52,5.46153846153846,2.24448376929943,83,3.98795180722892,2.01514979110139,82,6.32926829268293,2.27739768128786,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"black",0,"0","Adj",-0.154294960027496,1.09411554597982,0.27178026208442,-0.372598879111836,-0.0331665581072123,0.0480145810915654
"395",395,"hujan","rain",62,5.03225806451613,1.70791543860511,82,4.65853658536585,2.14429770479594,67,4.77611940298507,2.07306606132506,52,5.61538461538461,2.3858557568109,83,2.68674698795181,1.83414571623275,82,6.70731707317073,2.40620496688621,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the rain",0,"0","Noun",-0.0502795019290783,1.81986926492573,-1.19443618099436,-1.03053272528163,-0.115504595870373,0.268125129616731
"396",396,"hukuman","punishment, sentence",62,3.58064516129032,1.74194527681992,82,6.32926829268293,1.77120227040447,67,4.6865671641791,2.03163581817543,52,5.09615384615385,2.62909523977144,83,4.26506024096386,1.98828481881169,82,6.02439024390244,2.07855368611842,"5. no evidence for borrowing","Early Malay",NA,NA,NA,NA,"the penalty or punishment",0,"0","Noun",-1.38762110605159,0.508830288765387,0.584030060147492,-1.22791287913256,2.7045731975179,-0.474747971655706
"401",401,"ibu","mother",62,6.61290322580645,2.2054689008119,82,4.89024390243902,2.41398240484232,67,5,2.33549683248457,52,6.19230769230769,2.5593999108129,83,3.16867469879518,2.13461184629713,82,6.74390243902439,2.14194428585285,"2. probably borrowed","Early Malay",NA,NA,NA,NA,"the mother",1,"1","Noun",1.40593691144877,1.89010349579146,-0.651393053928143,-0.537082340654284,0.275601083504643,1.09353968658611
"407",407,"ikan","fish",62,5.2258064516129,1.53023468508366,82,4.04878048780488,1.78403370825979,67,5.2089552238806,1.84667853704342,52,6.34615384615385,2.15009908923155,83,3.10843373493976,2.07194999582266,82,6.74390243902439,2.2542742699573,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the fish",0,"0","Noun",0.128032711953923,1.89010349579146,-0.719273444811419,-0.0765286483354318,-1.14473006790989,1.31365023511127
"417",417,"ingin","want",62,5.91935483870968,1.50734145616314,82,5.34146341463415,2.42527591504082,67,5.2089552238806,2.10725524070528,52,5.23076923076923,2.84650032541085,83,5.31325301204819,2.48864597744595,82,7,1.96261352585063,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"to want",0,"0","Verb",0.766984811701346,2.38174311185159,1.76514886151651,-0.0765286483354318,1.03722793281388,-0.282151241696184
"427",427,"istri","wife",62,5.91935483870968,1.98600337688761,82,5.14634146341463,2.19495465922131,67,5.38805970149254,1.72288714592507,52,6.07692307692308,2.40788047587991,83,2.91566265060241,1.85580709729446,82,6.26829268292683,2.25557624778579,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the wife",1,"1","Noun",0.766984811701346,0.977058494536937,-0.936490695637905,0.31823165936644,0.707875781761238,0.92845677519223
"430",430,"jalan","street",62,5.20967741935484,1.53790465046048,82,4.42682926829268,2.05498783634547,67,5.44776119402985,1.84459556287889,52,4.71153846153846,2.57694558869976,83,3.13253012048193,1.86607115866562,82,6.46341463414634,2.18973543670147,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the road",0,"0","Noun",0.113173360797007,1.35164105915418,-0.692121288458109,0.449818428600398,-0.506610275245388,-1.02502434296862
"433",433,"jam","hour, o'clock, time",62,4.91935483870968,1.1058471583357,82,4.13414634146341,1.6387453430315,67,5.32835820895522,2.29220060800052,52,5.71153846153846,2.63711472206183,83,3.26506024096386,2.25823337680844,82,6.82926829268293,2.31902958657855,"1. clearly borrowed","Early Malay",NA,NA,NA,NA,"the hour",1,"1","Noun",-0.154294960027496,2.0539833678115,-0.5427844285149,0.186644890132482,-1.00063850182436,0.405694222444961
"434",434,"jamur","mushroom, fungus",62,4.74193548387097,1.52504215336492,82,4.19512195121951,1.93371020841528,67,5.08955223880597,2.05036096809866,52,5.11538461538461,2.54106544084576,83,3.39759036144578,2.09494024034999,82,5.60975609756098,2.10675631291315,"1. clearly borrowed","Modern",NA,NA,NA,NA,"the mushroom",1,"1","Noun",-0.317747822753581,-0.28715766104625,-0.393447568571691,-0.339702186803348,-0.897715954620403,-0.44723415309006
"436",436,"jantung","heart",62,5.41935483870968,1.77919107698381,82,5.08536585365854,2.12684905471349,67,5.14925373134328,2.27138811745142,52,5.53846153846154,2.66760918486903,83,2.95180722891566,1.77999461809156,82,6.09756097560976,2.30195706376044,"5. no evidence for borrowing","Prehistorical",NA,NA,NA,NA,"the heart",0,"0","Noun",0.306344925836925,0.649298750496852,-0.895762461107939,-0.20811541756939,0.604953234557286,0.158069855354148
