"Stimuli","AoA","SD","X","Stimuli.1","FreqSub","SD.1","freq2","cat","phonlength","Borrowed"
"mode",8.63403782,2.201172708,NA,"mode",4.607142857,1.499117906,46.96,"NOM",3,FALSE
"moelle",10.53170189,2.837536414,NA,"moelle",4.214285714,1.44932022,5.34,"NOM",4,FALSE
"moeurs",12.63515017,2.50032256,NA,"moeurs",3.464285714,0.999338405,21.08,"NOM",4,FALSE
"moi",3.775,1.600646421,NA,"moi",5.071428571,1.653919507,1880.95,"NOM",3,FALSE
"moindre",11.06229143,2.809737293,NA,"moindre",5.428571429,1.642684601,116.96,"ADJ",5,FALSE
"moine",8.281423804,1.368619114,NA,"moine",3.607142857,1.314852075,18.04,"NOM",4,FALSE
"moins",5.246941046,1.55127419,NA,"moins",4.535714286,1.971691187,735.21,"ADV",3,FALSE
"mois",5.778642937,1.708297272,NA,"mois",5.642857143,1.496026483,304.86,"NOM",3,FALSE
"moite",9.622619048,2.314621192,NA,"moite",4.571428571,1.399168309,10,"ADJ",4,FALSE
"mon",4.568409344,2.063507818,NA,"mon",5.285714286,1.902379462,2307.97,"ADJ",2,FALSE
"monde",6.325,2.26441741,NA,"monde",6,1.465656218,732.43,"NOM",3,FALSE
"monstre",4.675194661,1.708297272,NA,"monstre",4.535714286,1.502643174,21.29,"ADJ",5,FALSE
"mont",8.352614016,2.171169845,NA,"mont",3.392857143,1.100144291,12.36,"NOM",2,FALSE
"montre",5.320355951,1.696929548,NA,"montre",4.428571429,1.451144412,80.61,"NOM",4,FALSE
"mordre",5.210233593,2.087340233,NA,"mordre",4.892857143,1.342724861,12.36,"VER",5,FALSE
"morgue",11.10714286,2.449489743,NA,"morgue",3.785714286,1.286889528,6.76,"NOM",4,FALSE
"morse",9.842857143,3.328041777,NA,"morse",2.928571429,1.152407188,0.88,"NOM",4,TRUE
"mort",6.562847608,1.814517324,NA,"mort",3.571428571,1.525792361,508.92,"ADJ",3,FALSE
"mot",4.814238042,1.686760591,NA,"mot",5.464285714,1.201300001,260.47,"NOM",2,FALSE
"motte",9.066411239,3.028192652,NA,"motte",4.821428571,1.826828286,2.97,"NOM",3,TRUE
"mou",6.064516129,2.276575432,NA,"mou",3.535714286,1.290482048,21.68,"ADJ",2,FALSE
"mouche",4.852057842,1.553352254,NA,"mouche",4.392857143,1.257254084,19.8,"NOM",3,FALSE
"moudre",9.604004449,2.488251967,NA,"moudre",3.75,1.481365736,1.22,"VER",4,FALSE
"moue",9.397619048,3.18112248,NA,"moue",3.392857143,0.994029797,17.43,"NOM",2,TRUE
"mouette",6.492769744,2.326564683,NA,"mouette",2.821428571,0.818923025,5.47,"NOM",4,TRUE
"moufle",6.254727475,3.169410243,NA,"moufle",3.071428571,1.051579814,NA,"NOM",4,TRUE
"moule",7.345939933,2.834123862,NA,"moule",2.964285714,1.07089934,4.67,"NOM",3,FALSE
"mousse",5.776190476,2.14850924,NA,"mousse",3.642857143,0.951189731,26.01,"ADJ",3,TRUE
"mue",10.48152709,2.720565719,NA,"mue",2.892857143,0.831744517,3.04,"NOM",2,FALSE
"muer",10.17908788,2.700856097,NA,"muer",3.428571429,1.03381965,NA,"VER",3,FALSE
"muet",7.785317019,2.459128266,NA,"muet",3.821428571,1.090483122,18.85,"ADJ",3,FALSE
"mufle",10.625,2.989178012,NA,"mufle",2.714285714,0.975900073,6.62,"ADJ",4,TRUE
"mule",8.562847608,2.66316975,NA,"mule",3.071428571,0.978607152,4.26,"NOM",3,FALSE
"mur",4.716351502,1.585553056,NA,"mur",4.928571429,1.358882205,172.57,"NOM",3,FALSE
"mûr",7.435714286,2.708861575,NA,"mûr",4.285714286,1.272418021,8.31,"ADJ",3,FALSE
"muscle",7.24916574,2.011793187,NA,"muscle",4.857142857,1.044005311,4.06,"NOM",5,FALSE
"muse",12.67630701,1.873987182,NA,"muse",3.214285714,1.166099635,0.88,"NOM",3,FALSE
"myope",9.706340378,2.644125158,NA,"myope",3.892857143,1.196887498,5,"ADJ",4,FALSE
"mythe",10.67296997,2.23414365,NA,"mythe",3,1.122167215,5.61,"NOM",3,FALSE
"nacre",11.41123883,2.756094903,NA,"nacre",2.714285714,0.809990528,5.2,"NOM",4,FALSE
"nage",5.9243604,1.249516035,NA,"nage",3.642857143,1.12921755,8.58,"NOM",3,FALSE
"nain",6.919911012,2.586981468,NA,"nain",3.392857143,1.065947178,8.85,"ADJ",2,FALSE
"naître",6.285873192,2.438490631,NA,"naître",3.857142857,1.078898125,19.86,"VER",4,FALSE
"nappe",5.959955506,1.634967363,NA,"nappe",3.892857143,1.100144291,18.25,"NOM",3,FALSE
"natte",6.066740823,1.998924442,NA,"natte",3.5,1,4.33,"NOM",3,FALSE
"ne",5.635150167,2.377312117,NA,"ne",6.75,0.518187725,7752.09,"ADV",2,FALSE
"neige",4.459399333,2.055676641,NA,"neige",3.428571429,1.199647214,76.42,"NOM",3,FALSE
"nerf",9.7,2.513412298,NA,"nerf",4.357142857,1.223664373,3.92,"NOM",3,FALSE
"net",8.73452381,2.87298155,NA,"net",5.035714286,1.527092198,38.1,"ADJ",3,FALSE
"neuf",5.585714286,1.811838464,NA,"neuf",5.142857143,1.458418365,70.13,"ADJ",3,FALSE
"neutre",10.13348165,2.729370324,NA,"neutre",4.321428571,1.306779231,10.67,"ADJ",4,FALSE
"nez",3.747497219,1.661065858,NA,"nez",5.142857143,1.044005311,177.64,"NOM",2,FALSE
"ni",6.631813126,2.357782811,NA,"ni",6.178571429,1.334820599,662.36,"CON",2,FALSE
"niche",5.423804227,1.81095828,NA,"niche",3.357142857,1.026114055,7.23,"NOM",3,TRUE
"nid",5.457174638,1.788253187,NA,"nid",3.535714286,0.922241346,14.59,"NOM",2,FALSE
"nié",9.328571429,2.857536919,NA,"nié",3.821428571,1.090483122,1.02,"VER",3,FALSE
"nier",9.707452725,2.644125158,NA,"nier",3.964285714,0.999338405,10.68,"VER",3,FALSE
"noble",10.175,2.577756309,NA,"noble",3.142857143,0.970463261,22.16,"ADJ",4,FALSE
"noce",9.668520578,2.51233516,NA,"noce",3,0.860662966,6.55,"NOM",3,FALSE
"noeud",6.148148148,2.591193878,NA,"noeud",4.071428571,1.331347728,14.46,"NOM",2,FALSE
"noir",3.773809524,1.493279966,NA,"noir",5.357142857,1.41981443,277.43,"ADJ",4,FALSE
"noix",6.096774194,2.495587504,NA,"noix",3.678571429,1.055973184,12.23,"NOM",3,FALSE
"nombre",5.927697442,1.46866921,NA,"nombre",5.428571429,1.136224138,76.28,"NOM",4,FALSE
"non",3.032258065,1.412692084,NA,"non",6.892857143,0.416269652,1139.19,"ADJ",2,TRUE
"nord",6.890989989,1.675246732,NA,"nord",4.428571429,1.708986519,84.19,"ADJ",3,TRUE
"norme",11.96106785,2.777792115,NA,"norme",4.821428571,1.588233853,1.15,"NOM",4,FALSE
"nos",5.677419355,1.703885503,NA,"nos",6.5,1,579.19,"ADJ",2,FALSE
"note",6.743047831,1.785846385,NA,"note",5.071428571,1.214985793,48.04,"NOM",3,TRUE
"notre",5.641824249,1.686760591,NA,"notre",6.5,0.693888666,680.68,"ADJ",4,FALSE
"nôtre",6.886904762,2.574186625,NA,"nôtre",5.821428571,1.389206313,24.39,"ADJ",4,FALSE
"noué",8.568326948,2.539345558,NA,"noué",3.642857143,0.9893614,7.3,"VER",3,FALSE
"nouer",8.06785317,2.938070466,NA,"nouer",3.821428571,1.218790275,6.01,"VER",3,FALSE
"noueux",11.10595238,2.760351469,NA,"noueux",2.607142857,0.831744517,2.77,"ADJ",3,FALSE
"nouille",5.402380952,2.211776214,NA,"nouille",5.071428571,1.385869734,0.61,"ADJ",3,TRUE
"nous",5.244716352,1.757931336,NA,"nous",6.678571429,0.722832465,3867.84,"PRO",2,FALSE
"nu",5.144047619,1.884296875,NA,"nu",5.214285714,1.031257516,63.31,"ADJ",2,FALSE
"nuage",4.459399333,1.491913688,NA,"nuage",4.928571429,1.214985793,26.49,"NOM",4,FALSE
"nuance",9.295238095,3.073056811,NA,"nuance",4,1.247219129,11.29,"NOM",4,FALSE
"nuée",11.25925926,3.433032812,NA,"nuée",2.678571429,1.020296668,3.99,"NOM",3,FALSE
"nuit",4.139043382,1.760376304,NA,"nuit",5.892857143,1.100144291,676.55,"VER",3,FALSE
"nul",5.674082314,2.350017158,NA,"nul",5.321428571,1.389206313,58.43,"ADJ",3,FALSE
"nuque",7.815350389,2.273739755,NA,"nuque",3.857142857,1.297127474,48.51,"NOM",3,TRUE
"nymphe",11.8403576,3.506152228,NA,"nymphe",2.571428571,1.136224138,1.76,"NOM",3,FALSE
"oeil",4.06785317,1.516220542,NA,"oeil",5.214285714,1.397276262,278.51,"NOM",2,FALSE
"oeuf",4.464961068,1.690581118,NA,"oeuf",5.321428571,1.188013325,20.34,"NOM",2,FALSE
"oeuvre",9.837803321,2.426252152,NA,"oeuvre",4.107142857,1.030615987,68.99,"NOM",3,FALSE
"offre",7.923248053,2.940631196,NA,"offre",5.142857143,1.297127474,38.58,"NOM",3,FALSE
"ogre",7.95105673,12.96090067,NA,"ogre",3.071428571,1.184109962,4.66,"NOM",3,FALSE
"oie",5.598442714,1.780419185,NA,"oie",3.178571429,1.123933945,5.27,"NOM",2,FALSE
"ombre",6.52836485,2.586981468,NA,"ombre",4.178571429,1.055973184,190.88,"NOM",3,FALSE
"on",5.101223582,2.096592217,NA,"on",6.857142857,0.448395139,4838.38,"NOM",1,TRUE
"oncle",5.244716352,1.832208844,NA,"oncle",3.857142857,1.007905261,121.96,"NOM",3,FALSE
"onde",11.06785714,2.695462343,NA,"onde",3.821428571,1.020296668,6.01,"NOM",2,FALSE
"ongle",5.243604004,2.112431204,NA,"ongle",4.857142857,1.145499591,10.14,"NOM",3,FALSE
"onze",5.352614016,1.283476462,NA,"onze",4.607142857,1.617938462,41.01,"ADJ",2,FALSE
"or",7.031145717,2.41322521,NA,"or",4.928571429,1.537881454,200.07,"ADJ",2,TRUE
"ordre",6.710789766,1.94383503,NA,"ordre",4.642857143,1.366647309,179.26,"NOM",4,FALSE
"orge",10.99555061,2.459565483,NA,"orge",2.714285714,0.937180281,3.58,"NOM",3,FALSE
"orque",9.061904762,2.476556749,NA,"orque",2.5,0.509175077,0.07,"NOM",3,FALSE
"os",5.710789766,1.52046965,NA,"os",4.464285714,1.318869967,49.73,"NOM",2,FALSE
"ou",5.179761905,2.042367344,NA,"ou",6.714285714,0.712696645,2429.86,"CON",1,FALSE
"où",5.709677419,2.460002623,NA,"où",6.678571429,0.862965234,2068.11,"PRO",1,FALSE
"ouest",7.502780868,1.544327114,NA,"ouest",4.142857143,1.508354161,32.5,"ADJ",4,TRUE
"oui",2.81868743,1.569877743,NA,"oui",6.785714286,0.629940788,637.57,"ADV",2,FALSE
"ouïe",8.458286986,2.77120369,NA,"ouïe",3.607142857,0.956044541,3.79,"NOM",2,FALSE
"pacte",10.8865406,2.673244575,NA,"pacte",3.285714286,1.049061057,11.49,"NOM",4,FALSE
"page",5.210233593,1.757931336,NA,"page",5.25,1.294575578,55.88,"NOM",3,TRUE
"paille",6.352614016,1.802029919,NA,"paille",3.464285714,0.999338405,45.54,"ADJ",3,FALSE
"pain",3.959955506,1.863630403,NA,"pain",6.392857143,0.785954749,99.32,"NOM",2,FALSE
"pair",8.761174968,3.67021026,NA,"pair",4.107142857,1.165532328,4.6,"ADJ",3,TRUE
"paire",7.032258065,3.065240435,NA,"paire",4.75,1.377732974,27.7,"ADJ",3,FALSE
"paix",7.815350389,2.345895523,NA,"paix",4.25,1.294575578,103.72,"NOM",2,FALSE
"pale",8.386217949,2.585462315,NA,"pale",3.785714286,1.257780021,NA,"NOM",3,FALSE
"pâle",8.416347382,2.132322215,NA,"pâle",4.035714286,1.290482048,67.23,"ADJ",3,FALSE
"palme",7.922135706,2.682880814,NA,"palme",2.964285714,0.744468135,2.91,"NOM",4,FALSE
"pan",8.598290598,4.509249753,NA,"pan",3,1.276569477,15.61,"NOM",2,FALSE
"panne",6.954761905,2.049950939,NA,"panne",4.285714286,1.301200097,10.81,"NOM",3,FALSE
"paon",6.921023359,2.783206165,NA,"paon",2.75,0.927960727,3.85,"NOM",2,FALSE
"pape",9.167964405,2.473080879,NA,"pape",2.857142857,0.931517508,14.59,"NOM",3,FALSE
"par",5.708565072,2.095053057,NA,"par",6.5,1,3739.25,"NOM",3,FALSE
"parc",5.313681869,2.1502688,NA,"parc",4.071428571,1.303231637,38.72,"NOM",4,TRUE
"part",6.280311457,2.404744414,NA,"part",5.321428571,1.389206313,331.22,"NOM",3,TRUE
"pas",5.03003337,1.944941053,NA,"pas",6.392857143,1.257254084,9129.33,"ADV",2,FALSE
"passe",6.027808676,2.414116192,NA,"passe",5.857142857,1.380131119,204.06,"NOM",3,FALSE
"patch",12.3547619,3.50303645,NA,"patch",3.25,0.927960727,NA,"NOM",4,FALSE
"pâte",5.743047831,2.643718463,NA,"pâte",5.142857143,1.208435956,18.45,"NOM",3,FALSE
"patte",4.957730812,1.802029919,NA,"patte",4.642857143,1.54474703,21.28,"NOM",3,TRUE
"paume",7.657142857,2.40114915,NA,"paume",3.642857143,1.12921755,24.33,"NOM",3,FALSE
"pause",7.169076752,2.300070125,NA,"pause",5.607142857,1.165532328,10.14,"NOM",3,FALSE
"pauvre",6.749721913,1.982721058,NA,"pauvre",4.642857143,1.568539914,178.17,"ADJ",4,FALSE
"paye",8.84538376,2.730945718,NA,"paye",4.5,1.347150628,17.84,"NOM",3,FALSE
"peau",5.066740823,1.982178665,NA,"peau",5.178571429,1.218790275,174.26,"NOM",2,FALSE
"pêche",5.457174638,2.048865409,NA,"pêche",3.535714286,1.035737092,28.99,"ADJ",3,FALSE
"peigne",4.959955506,2.13067711,NA,"peigne",4.785714286,1.19743995,10.13,"NOM",3,FALSE
"peindre",5.955506118,2.08476295,NA,"peindre",3.857142857,1.145499591,22.64,"VER",4,FALSE
"peine",7.136818687,2.509765872,NA,"peine",5.071428571,1.537881454,390.2,"NOM",3,FALSE
"peint",6.546428571,2.36570322,NA,"peint",4,1.360827635,27.7,"VER",2,FALSE
"peintre",7.064516129,1.607107868,NA,"peintre",3.642857143,0.951189731,31.22,"NOM",4,FALSE
"pelle",5.208008899,2.183023453,NA,"pelle",3.75,1.075828707,11.35,"NOM",3,FALSE
"pendre",7.95952381,2.012603963,NA,"pendre",4,1.539600718,8.51,"VER",4,FALSE
"pente",7.205784205,2.258079877,NA,"pente",3.857142857,1.208435956,39.19,"NOM",3,FALSE
"perche",8.996662959,2.357326716,NA,"perche",3.071428571,1.051579814,5.27,"NOM",4,FALSE
"perdre",5.499443826,1.767690918,NA,"perdre",5.357142857,1.28277147,97.7,"VER",5,FALSE
"père",4.563959956,1.780419185,NA,"père",5.571428571,1.230133128,708.11,"NOM",3,FALSE
"perle",5.733333333,1.978040363,NA,"perle",3.571428571,1.199647214,9.46,"NOM",4,FALSE
"perte",8.103448276,2.28035085,NA,"perte",4.392857143,1.257254084,26.62,"NOM",4,FALSE
"peste",9.638487208,2.606031053,NA,"peste",3.464285714,1.477789712,8.98,"NOM",4,FALSE
"peu",5.964404894,1.74133801,NA,"peu",6.321428571,1.278122797,1586.96,"ADV",2,FALSE
"peuple",8.46051168,1.723337597,NA,"peuple",4.071428571,1.303231637,90.74,"NOM",4,FALSE
"peur",4.780867631,1.495513002,NA,"peur",5.035714286,1.201300001,307.23,"NOM",3,FALSE
"phare",7.242491657,2.105292869,NA,"phare",3.428571429,1.288943622,10.68,"NOM",3,FALSE
"phase",13.94549499,18.30623608,NA,"phase",4.392857143,1.227441957,6.76,"NOM",3,FALSE
"philtre",10.20592593,3.266422457,NA,"philtre",2.535714286,1.104943198,1.01,"NOM",5,FALSE
"phoque",6.313681869,2.285531867,NA,"phoque",2.714285714,1.013141168,2.77,"NOM",3,FALSE
"phrase",5.848720801,1.782833313,NA,"phrase",5.857142857,1.177388375,87.37,"NOM",4,FALSE
"pic",7.468298109,2.391292448,NA,"pic",3.678571429,1.020296668,10.34,"NOM",3,TRUE
"pie",6.886540601,2.100691131,NA,"pie",3.107142857,1.100144291,4.87,"ADJ",2,FALSE
"pièce",5.888765295,1.66752666,NA,"pièce",5.642857143,1.28277147,193.78,"NOM",4,TRUE
"pied",3.642936596,1.603088417,NA,"pied",5.642857143,1.061595086,248.18,"NOM",3,FALSE
"piège",7.102335929,1.870541294,NA,"piège",4.214285714,1.257780021,20.27,"NOM",4,FALSE
"pierre",4.814238042,1.782833313,NA,"pierre",4.392857143,1.39680285,119.39,"NOM",4,FALSE
"piètre",12.45272525,2.539579171,NA,"piètre",2.892857143,0.994029797,3.45,"ADJ",5,FALSE
"pieuvre",7.24137931,2.422120283,NA,"pieuvre",2.464285714,0.63724772,1.82,"NOM",5,FALSE
"pieux",11.09788654,2.956312728,NA,"pieux",2.714285714,0.712696645,9.8,"ADJ",3,FALSE
"pige",10.58571429,3.157912886,NA,"pige",3.714285714,1.436486012,4.19,"NOM",3,FALSE
"pile",6.639599555,1.96364813,NA,"pile",4.464285714,1.346659595,23.51,"NOM",3,FALSE
"pin",8.13452381,2.920596695,NA,"pin",2.964285714,1.137969044,9.53,"NOM",2,FALSE
"pince",6.313681869,1.832208844,NA,"pince",3.75,1.075828707,11.22,"NOM",3,TRUE
"pioche",7.412515964,2.545642466,NA,"pioche",3.142857143,1.007905261,4.73,"NOM",4,TRUE
"pion",7.286985539,2.468293564,NA,"pion",3.714285714,1.013141168,3.58,"NOM",3,FALSE
"pipe",7.209121246,2.128152311,NA,"pipe",3.75,1.236033081,26.42,"NOM",3,FALSE
"pique",6.250278087,1.788253187,NA,"pique",4.142857143,1.078898125,15,"NOM",3,TRUE
"pire",7.457215837,2.424220966,NA,"pire",5.535714286,1.290482048,71.69,"ADJ",3,FALSE
"piste",7.810714286,2.119694187,NA,"piste",4.107142857,1.196887498,34.93,"NOM",4,FALSE
"pitre",8.102335929,3.177880541,NA,"pitre",3.571428571,1.345185418,1.69,"NOM",4,FALSE
"place",6.141666667,2.539119225,NA,"place",5.392857143,1.257254084,453.11,"NOM",4,TRUE
"plage",5.458286986,1.677171198,NA,"plage",3.392857143,1.165532328,72.03,"NOM",4,FALSE
"plaie",8.097886541,2.721479673,NA,"plaie",3.714285714,1.11744228,14.32,"NOM",3,FALSE
"plaindre",7.928571429,2.754306972,NA,"plaindre",4.642857143,1.12921755,24.53,"VER",5,FALSE
"plaine",7.959770115,2.640315202,NA,"plaine",3.892857143,1.39680285,41.28,"ADJ",4,FALSE
"plainte",9.418242492,2.404744414,NA,"plainte",4.035714286,1.170063083,23.44,"VER",4,FALSE
"plaire",8.282536151,2.74978005,NA,"plaire",4.714285714,1.356933986,19.66,"VER",4,FALSE
"plan",8.073809524,2.049950939,NA,"plan",4.75,1.040833,69.33,"ADJ",3,TRUE
"planche",6.635150167,2.363249085,NA,"planche",4.035714286,0.999338405,14.53,"NOM",4,FALSE
"plane",9.960714286,2.218262756,NA,"plane",3.464285714,1.137969044,5.07,"ADJ",4,FALSE
"planque",9.563959956,2.677665489,NA,"planque",3.75,1.109721353,9.66,"NOM",4,FALSE
"plant",9.842911877,3.22551405,NA,"plant",2.785714286,1.133893419,1.62,"NOM",3,FALSE
"plante",5.886540601,2.698067807,NA,"plante",4.571428571,1.168366109,16.49,"NOM",4,FALSE
"plaque",7.816462736,2.508480241,NA,"plaque",3.892857143,1.13330999,28.98,"NOM",4,TRUE
"plat",6.208008899,1.940513179,NA,"plat",5.357142857,1.339272487,72.77,"ADJ",3,TRUE
"plâtre",8.709677419,2.54000254,NA,"plâtre",3.285714286,1.11744228,14.59,"NOM",5,FALSE
"plein",5.492769744,1.96966238,NA,"plein",5.607142857,1.499117906,222.57,"ADJ",3,FALSE
"pleur",5.565072303,2.375954817,NA,"pleur",4.428571429,1.230133128,NA,"NOM",4,FALSE
"pli",7.689655172,2.396631462,NA,"pli",3.928571429,0.939998874,16.76,"NOM",3,FALSE
"plomb",9.585714286,2.799014605,NA,"plomb",3.392857143,1.196887498,20.27,"NOM",3,FALSE
"plot",8.583333333,2.733361368,NA,"plot",3.214285714,1.066567456,NA,"NOM",3,FALSE
"pluie",4.353726363,1.436842416,NA,"pluie",5,0.902670934,111.76,"NOM",4,FALSE
"plume",4.927697442,1.619770328,NA,"plume",3.642857143,1.061595086,33.99,"NOM",4,FALSE
"plus",4.819799778,1.407353957,NA,"plus",6.714285714,0.534522484,5035.41,"VER",3,TRUE
"pneu",5.536151279,2.203613845,NA,"pneu",3.928571429,0.939998874,4.93,"NOM",3,FALSE
"poche",4.996662959,1.757931336,NA,"poche",5.142857143,1.208435956,101.96,"NOM",3,TRUE
"poêle",6.369047619,2.468188409,NA,"poêle",4.964285714,1.231745009,17.91,"NOM",4,FALSE
"poids",6.640711902,1.765865105,NA,"poids",5.285714286,1.11744228,89.05,"NOM",3,FALSE
"poigne",13.51279199,18.75054121,NA,"poigne",3.071428571,0.813250061,5,"NOM",4,FALSE
"poil",6.142857143,1.893728306,NA,"poil",4.785714286,1.286889528,42.91,"NOM",4,FALSE
"poing",6.456062291,2.539155731,NA,"poing",4.214285714,1.133893419,47.97,"NOM",3,FALSE
"point",5.65952381,2.208655908,NA,"point",5.178571429,1.588233853,349.8,"VER",3,TRUE
"pointe",7.456062291,2.404297228,NA,"pointe",4.035714286,1.318869967,76.89,"NOM",4,FALSE
"poire",4.708565072,2.110903593,NA,"poire",3.964285714,0.999338405,10.81,"NOM",4,FALSE
"pois",6.850945495,2.675656888,NA,"pois",3.392857143,1.100144291,NA,"NOM",3,FALSE
"poisse",10.10011123,2.241351359,NA,"poisse",3.964285714,1.170063083,1.82,"NOM",4,FALSE
"poivre",5.710789766,1.475972433,NA,"poivre",5.071428571,1.385869734,7.64,"NOM",5,FALSE
"pôle",8.783092325,2.340848114,NA,"pôle",3.464285714,1.035737092,2.77,"NOM",3,FALSE
"pomme",4.244716352,1.776791841,NA,"pomme",5.071428571,1.438326482,47.5,"NOM",3,FALSE
"pompe",8.274749722,2.243269503,NA,"pompe",4.107142857,1.423071423,19.4,"NOM",3,TRUE
"pondre",5.852057842,1.716460474,NA,"pondre",3.214285714,0.832539304,1.69,"VER",4,FALSE
"pont",6.312569522,2.897533248,NA,"pont",4.178571429,1.278122797,74.59,"NOM",2,FALSE
"pop",12.58452381,2.399473122,NA,"pop",4.392857143,1.196887498,1.89,"ADJ",3,FALSE
"porc",5.744160178,1.979464465,NA,"porc",3.857142857,0.803431793,11.15,"NOM",3,FALSE
"porche",10.14285714,2.51889412,NA,"porche",3.107142857,0.916486274,15.34,"NOM",4,FALSE
"port",8.774193548,8.91754342,NA,"port",3.642857143,1.311326321,64.86,"NOM",3,FALSE
"porte",4.246941046,1.55127419,NA,"porte",6.071428571,1.015749,616.01,"NOM",4,FALSE
"pose",7.81868743,3.11948438,NA,"pose",4.714285714,1.301200097,64.12,"NOM",3,FALSE
"poste",7.141666667,2.552663698,NA,"poste",4.607142857,1.314852075,75.27,"NOM",4,FALSE
"pot",4.517857143,1.592005892,NA,"pot",4.535714286,1.373887236,32.3,"NOM",2,TRUE
"pouce",4.389321468,1.829272139,NA,"pouce",4.821428571,1.090483122,30.4,"NOM",3,FALSE
"poudre",7.510714286,2.246069364,NA,"poudre",4.071428571,1.274495439,28.18,"NOM",4,FALSE
"pouf",9.304783092,4.091428228,NA,"pouf",4.535714286,1.426784597,4.12,"NOM",3,TRUE
"poule",3.994438265,1.790656755,NA,"poule",3.678571429,1.278122797,16.69,"NOM",3,FALSE
"poulpe",9.382647386,2.712377047,NA,"poulpe",2.785714286,0.629940788,1.22,"NOM",4,FALSE
"pour",5.034482759,1.966384161,NA,"pour",6.464285714,1.137969044,6214.19,"NOM",3,FALSE
"pourpre",10.17619048,2.545223157,NA,"pourpre",3.035714286,1.035737092,9.12,"ADJ",5,FALSE
"pousse",5.746384872,1.889415908,NA,"pousse",4.857142857,1.177388375,44.66,"NOM",3,FALSE
"poutre",7.745272525,1.99461641,NA,"poutre",3.357142857,0.951189731,5.34,"NOM",4,FALSE
"pré",8.14047619,11.20939671,NA,"pré",3.75,1.377732974,19.8,"NOM",3,FALSE
"prendre",5.497219132,1.85785169,NA,"prendre",6,1.247219129,344.05,"VER",5,FALSE
"près",5.925,1.626292589,NA,"près",5.821428571,1.516662306,442.37,"ADV",3,FALSE
"presque",6.568409344,1.670747692,NA,"presque",6.535714286,0.83808171,465.54,"ADV",5,FALSE
"presse",8.729761905,2.836745748,NA,"presse",5.178571429,1.188013325,49.19,"NOM",4,FALSE
"prêt",6.993325918,2.925968271,NA,"prêt",5.428571429,1.525792361,64.4,"ADJ",3,FALSE
"prêtre",8.638487208,2.111412919,NA,"prêtre",3.285714286,1.049061057,29.39,"NOM",5,FALSE
"preuve",8.776418242,2.767320819,NA,"preuve",4.428571429,1.399168309,50.54,"NOM",4,FALSE
"prime",11.32261905,3.056743064,NA,"prime",3.678571429,0.944911183,11.01,"ADJ",4,FALSE
"prince",5.389321468,1.773763389,NA,"prince",3.464285714,1.261455446,65.61,"NOM",4,FALSE
"pris",5.708565072,1.997310019,NA,"pris",5.678571429,1.248808956,341.49,"VER",3,FALSE
"prise",6.660714286,2.255262046,NA,"prise",5.25,1.322875656,80,"VER",4,FALSE
"prisme",12.43571429,2.455114296,NA,"prisme",2.714285714,0.854493259,NA,"NOM",5,FALSE
"prix",5.921023359,1.792457315,NA,"prix",5.571428571,1.288943622,107.5,"NOM",3,FALSE
"pro",11.06117909,2.836778424,NA,"pro",4.642857143,1.496026483,1.62,"NOM",3,FALSE
"proche",7.065628476,2.467857893,NA,"proche",5.107142857,1.065947178,73.31,"ADJ",4,FALSE
"proie",8.568409344,2.567371779,NA,"proie",3.25,0.887151079,29.59,"NOM",4,FALSE
"prompt",12.95467033,2.109126051,NA,"prompt",3.035714286,1.231745009,3.72,"ADJ",3,FALSE
"propre",5.389321468,1.754870335,NA,"propre",5.571428571,1.288943622,162.84,"ADJ",5,FALSE
"prune",6.59621802,2.340848114,NA,"prune",3.464285714,1.07089934,2.36,"ADJ",4,FALSE
"psy",11.84983315,2.627399057,NA,"psy",5.321428571,1.44154165,3.85,"NOM",3,FALSE
"puant",7.923248053,2.376407336,NA,"puant",4,1.305260014,6.01,"ADJ",3,FALSE
"pub",6.988876529,2.385890425,NA,"pub",5.964285714,1.318869967,3.99,"NOM",3,FALSE
"puce",7.139043382,2.073384849,NA,"puce",4.035714286,1.290482048,4.59,"ADJ",3,FALSE
"puer",6.032258065,1.481789096,NA,"puer",4.285714286,1.242969648,1.49,"VER",3,FALSE
"puis",6.667487685,2.253623246,NA,"puis",6.535714286,0.83808171,1153.58,"VER",3,FALSE
"puisque",7.957730812,2.552249693,NA,"puisque",6.285714286,1.272418021,131.96,"ADV",6,FALSE
"puits",6.706340378,2.142754734,NA,"puits",3.142857143,0.84827868,21.69,"NOM",3,FALSE
"pull",4.782758621,1.896457678,NA,"pull",5.071428571,1.412341671,7.03,"NOM",3,TRUE
"pulpe",8.635150167,2.446414976,NA,"pulpe",3.785714286,1.315354983,2.16,"NOM",4,FALSE
"punch",12.4297619,2.722617064,NA,"punch",3.678571429,1.156417566,NA,"NOM",3,TRUE
"pur",8.820912125,2.151268693,NA,"pur",4.321428571,1.306779231,44.59,"ADJ",3,FALSE
"purge",11.99489144,2.445464284,NA,"purge",3.142857143,1.044005311,1.69,"NOM",4,FALSE
"puzzle",5.13570634,2.015531094,NA,"puzzle",3.178571429,0.862965234,7.77,"NOM",5,TRUE
"quai",8.77753059,2.013929984,NA,"quai",3.75,1.294575578,55.14,"NOM",2,TRUE
"quand",5.706340378,2.173644677,NA,"quand",6.785714286,0.498675494,1480.75,"ADV",2,FALSE
"quant",9.955952381,3.158822711,NA,"quant",5,1.610152972,32.3,"NOM",2,FALSE
