name|name|relation|certain|name|name
disfacere|Latin|earlier|t|defeat|English
dēfaecāre|Latin|immediate|t|defecate|English
défendre|French|immediate|t|defend|English
dēfendere|Latin|earlier|t|defend|English
dēfendere|Latin|earlier|t|defendant|English
deffendant|Old French|immediate|t|defendant|English
daímōn|Greek|earlier|t|demon|English
daemōn|Latin|immediate|t|demon|English
negāre|Latin|earlier|t|deny|English
denier (now nier)|French|immediate|t|deny|English
descēnden-s, -tem|Latin|earlier|t|descendant|English
descendant|French|immediate|t|descendant|English
destruire|French (Anglo-Norman)|immediate|t|destroy|English
dēstrūgere|Late Latin|earlier|t|destroy|English
diábolos|Greek|earlier|t|devil|English
diabolus|Latin|immediate|t|devil|English
deyja|Old Norse|immediate|t|die|English
difficilis|Latin|immediate|t|difficult|English
dijk|Dutch|earlier|t|dig|English
diguer|French|immediate|t|dig|English
disner|Old French|immediate|t|dinner|English
disjūnāre|Late Latin|earlier|t|dinner|English
drit|Old Norse|immediate|t|dirty|English
désapparaître|French|immediate|t|disappear|English
disease|Old French|immediate|t|disease|English
*dis-asia|Late Latin|earlier|t|disease|English
dískos|Greek|earlier|t|dish|English
discus|Latin|immediate|t|dish|English
dīvidere|Latin|immediate|t|divide|English
divortiāre|Latin|earlier|t|divorce|English
divorce|French|immediate|t|divorce|English
docto(u)r|Middle French|immediate|t|doctor|English
doctor|Latin|earlier|t|doctor|English
delphīnus|Latin|earlier|t|dolphin|English
delfin|Old French|immediate|t|dolphin|English
poste|French|immediate|t|doorpost|English
posita|Latin|earlier|t|doorpost|English
doute|French|immediate|t|doubt|English
dubium|Latin|earlier|t|doubt|English
*dounon|Celtic|immediate|t|down|English
dresser|French|immediate|t|dress|English
*dīrectiāre|Late Latin|earlier|t|dress|English
licentia|Latin|earlier|t|driving licence|English
licence|French|immediate|t|driving licence|English
aigle|French|immediate|t|eagle|English
aquila|Latin|earlier|t|eagle|English
lobus|Latin|immediate|t|earlobe|English
lobos|Greek|earlier|t|earlobe|English
*ad-asium|Late Latin|earlier|t|easy|English
aisié|French (Anglo-Norman)|immediate|t|easy|English
egg|Old Norse|immediate|t|egg|English
election|French|immediate|t|election|English
eligere|Latin|earlier|t|election|English
ēlectricus|Late Latin|immediate|t|electricity|English
ēlektron|Greek|earlier|t|electricity|English
olifant|French|immediate|t|elephant|English
elépha-s, -ntos|Greek|earlier|t|elephant|English
embrasser|French|immediate|t|embrace|English
*imbracchiāre|Late Latin|earlier|t|embrace|English
ennemi|French|immediate|t|enemy|English
inimicus|Latin|earlier|t|enemy|English
entrer|French|immediate|t|enter|English
intrāre|Latin|earlier|t|enter|English
envie|French|immediate|t|envy|English
invidia|Latin|earlier|t|envy|English
*expensīvus|Late Latin|immediate|t|expensive|English
explānāre|Latin|immediate|t|explain|English
extinguere|Latin|immediate|t|extinguish|English
face|French (Anglo-Norman)|immediate|t|face|English
faciēs|Latin|earlier|t|face|English
faierie|French (Anglo-Norman)|immediate|t|fairy|English
fāta|Latin|earlier|t|fairy|English
fidēs|Latin|earlier|t|faithful|English
fed|French (Anglo-Norman)|immediate|t|faithful|English
falsus|Latin|earlier|t|falsity|English
falsete|French|immediate|t|falsity|English
familia|Latin|immediate|t|family|English
fāmēs|Latin|earlier|t|famine|English
faim|French|immediate|t|famine|English
vannus|Latin|immediate|t|fan|English
vannus|Latin|immediate|t|fan|English
firmārius|Latin|earlier|t|farmer|English
fermier|French|immediate|t|farmer|English
faute|French|immediate|t|fault|English
*fallita|Late Latin|earlier|t|fault|English
fēmella|Latin|earlier|t|female|English
fēmella|Latin|earlier|t|female|English
femelle|French|immediate|t|female|English
femelle|French (Anglo-Norman)|immediate|t|female|English
dēfendere|Latin|earlier|t|fence|English
défense|French|immediate|t|fence|English
fievre|French (Anglo-Norman)|immediate|t|fever|English
febris|Latin|earlier|t|fever|English
ficus|Latin|earlier|t|fig|English
figue|French|immediate|t|fig|English
finis|Latin|earlier|t|fine|English
fin|French (Anglo-Norman)|immediate|t|fine|English
finīre|Latin|earlier|t|finish|English
finir|French|immediate|t|finish|English
flamma|Latin|earlier|t|flame|English
flamme|French|immediate|t|flame|English
flatr|Old Norse|immediate|t|flat|English
flō-s, -rem|Latin|earlier|t|flour|English
fleur (de farine)|French|immediate|t|flour|English
flō-s, -rem|Latin|earlier|t|flower|English
flour|Old French|immediate|t|flower|English
flaüt|Occitan|earlier|t|flute|English
flahute|French|immediate|t|flute|English
prente|Middle French|immediate|t|footprint|English
premere|Latin|earlier|t|footprint|English
forestis|Latin|earlier|t|forest|English
forêt|French|immediate|t|forest|English
forge|French|immediate|t|forge|English
fabrica|Latin|earlier|t|forge|English
furca|Latin|immediate|t|fork|English
forteresse|French|immediate|t|fortress|English
*fortaritia|Latin|earlier|t|fortress|English
fragran-s, -tem|Latin|immediate|t|fragrant|English
fruit|French|immediate|t|fruit|English
fructus|Latin|earlier|t|fruit|English
frigere|Latin|earlier|t|fry|English
frire|French|immediate|t|fry|English
forrer|French|immediate|t|fur|English
*gardan-|Proto-Germanic|earlier|t|garden|English
gardin|French (Anglo-Norman)|immediate|t|garden|English
geta|Old Norse|immediate|t|get|English
gil|Old Norse|immediate|t|gill|English
giva|Old Norse|immediate|t|give|English
glu|French|immediate|t|glue|English
glūten|Latin|earlier|t|glue|English
guttur|Latin|earlier|t|goitre|English
goître|French|immediate|t|goitre|English
Unidentifiable|Unidentified|immediate|t|gold|English
(ge)luk|Dutch|immediate|t|(good) luck|English
gourde|French|immediate|t|gourd|English
cucurbita|Latin|earlier|t|gourd|English
gouverner|French|immediate|t|govern|English
kubernān|Greek|earlier|t|govern|English
gouvernement|French|immediate|t|government|English
kubernān|Greek|earlier|t|government|English
grain|French|immediate|t|grain|English
grānum|Latin|earlier|t|grain|English
grand|French|immediate|t|grandchild|English
grandis|Latin|earlier|t|grandchild|English
grandis|Latin|earlier|t|granddaughter|English
grand|French|immediate|t|granddaughter|English
grand|French|immediate|t|grandfather|English
grandis|Latin|earlier|t|grandfather|English
grandis|Latin|earlier|t|grandmother|English
grand|French|immediate|t|grandmother|English
grandis + parens|Latin|immediate|t|grandparent|English
grandis|Latin|earlier|t|grandson|English
grand|French|immediate|t|grandson|English
*krappōn|Germanic|earlier|t|grape|English
grappe|Old French|immediate|t|grape|English
graisse|French|immediate|t|grease|English
crassus|Latin|earlier|t|grease|English
grief|French (Anglo-Norman)|immediate|t|grief|English
*grevāre|Latin|earlier|t|grief|English
garde|French|immediate|t|guard|English
wardōn|Frankish|earlier|t|guard|English
Gunhild|Old Norse|immediate|t|gun|English
hamaca|Spanish|immediate|t|hammock|English
hamaka|Taino|earlier|t|hammock|English
courchief|French (Anglo-Norman)|immediate|t|handkerchief, hankie|English
cooperīre + caput|Latin|earlier|t|handkerchief, hankie|English
happ|Old Norse|immediate|t|happy|English
bande|French|immediate|t|headband|English
*bindōn|Germanic|earlier|t|headband|English
*xaigaran|Proto-Germanic|earlier|t|heron|English
hairon|French (Anglo-Norman)|immediate|t|heron|English
hitta|Old Norse|immediate|t|hit|English
hospitāle|Latin|immediate|t|hospital|English
hoste|Old French|immediate|t|host|English
hospes|Latin|earlier|t|host|English
ure|French (Anglo-Norman)|immediate|t|hour|English
hōra|Greek|earlier|t|hour|English
hurter|French (Anglo-Norman)|immediate|t|hurt|English
húsbondi|Old Norse|immediate|t|husband|English
*hudjā|Proto-Germanic|earlier|t|hut|English
hutte|French|immediate|t|hut|English
idea|Latin|immediate|t|idea|English
idéā|Greek|earlier|t|idea|English
idele|French (Anglo-Norman)|immediate|t|idol|English
eidōlon|Greek|earlier|t|idol|English
illr|Old Norse|immediate|t|ill|English
imitārī|Latin|immediate|t|imitate|English
immediātus|Latin|immediate|t|immediately|English
front|French|immediate|t|in front of|English
frōns, frontis|Latin|earlier|t|in front of|English
iniectiō, iniicere|Latin|immediate|t|injection|English
injurer|French|immediate|t|injure|English
iniūria|Latin|earlier|t|injure|English
innocen-s, -tem|Latin|immediate|t|innocent|English
insectum|Latin|immediate|t|insect|English
intendere|Latin|earlier|t|intention|English
intencion|French (Anglo-Norman)|immediate|t|intention|English
intestīnum|Latin|immediate|t|intestines|English
invītāre|Latin|earlier|t|invite|English
inviter|French|immediate|t|invite|English
Unidentifiable|Unidentified|immediate|t|iron|English
jaguara|Tupí|immediate|t|jaguar|English
joe|Old French|immediate|t|jaw|English
zēlos|Greek|earlier|t|jealous|English
jaloux|French|immediate|t|jealous|English
juel|French (Anglo-Norman)|immediate|t|jewel|English
*gaudiellum|Late Latin|earlier|t|jewel|English
joindre|French|immediate|t|join|English
iungere|Latin|earlier|t|join|English
juge|French|immediate|t|judge|English
iūdex|Latin|earlier|t|judge|English
jugement|French|immediate|t|judgment|English
iūdicāmentum|Latin|earlier|t|judgment|English
gaŋurru|Guugu Yimidhirr|immediate|t|kangaroo|English
catillus|Latin|immediate|t|kettle|English
*cocīna|Latin|immediate|t|kitchen|English
knifr|Old Norse|immediate|t|knife|English
knifr|Old Norse|immediate|t|knife|English
laguna|Spanish|immediate|t|lagoon|English
lacūna|Latin|earlier|t|lagoon|English
lacus|Latin|earlier|t|lake|English
lac|French|immediate|t|lake|English
lampá-s, -dos|Greek|earlier|t|lamp|English
lampe|French|immediate|t|lamp|English
langage|French|immediate|t|language|English
lingua|Latin|earlier|t|language|English
large|French|immediate|t|large|English
lazo|Spanish|immediate|t|lasso|English
laqueus|Latin|earlier|t|lasso|English
lache|French (Anglo-Norman)|immediate|t|latch|English
*lacium|Late Latin|earlier|t|latch|English
lagu|Old Norse|immediate|t|law|English
lasich|Middle Low German|immediate|t|lazy|English
legg-r|Old Norse|immediate|t|leg|English
laimūn|Arabic|earlier|t|lemon|English
limon|French|immediate|t|lemon|English
lettre|French|immediate|t|letter|English
litterae|Latin|earlier|t|letter|English
liberāre|Latin|immediate|t|liberate|English
lypta|Old Norse|immediate|t|lift|English
ligne|French|immediate|t|line|English
līnea|Latin|earlier|t|line|English
leō|Latin|immediate|t|lion|English
leōn|Greek|earlier|t|lion|English
lacertus|Latin|earlier|t|lizard|English
lezard|French (Anglo-Norman)|immediate|t|lizard|English
lágr|Old Norse|immediate|t|low|English
lágr|Old Norse|immediate|t|low tide|English
mēkhanḗ|Greek|earlier|t|machine|English
machine|French|immediate|t|machine|English
maguš|Old Persian|earlier|t|magic|English
magique|French|immediate|t|magic|English
mahis/mahici|Taino|earlier|t|maize|English
maiz|Spanish|immediate|t|maize|English
male|French (Anglo-Norman)|immediate|t|male|English
masculus|Latin|earlier|t|male|English
male|French (Anglo-Norman)|immediate|t|male|English
masculus|Latin|earlier|t|male|English
manioc|French|immediate|t|manioc|English
manioka|Tupí|earlier|t|manioc|English
manere|French (Anglo-Norman)|immediate|t|manner|English
manuārius|Latin|earlier|t|manner|English
mercātus|Latin|immediate|t|market|English
marier|French|immediate|t|marry|English
maritāre|Latin|earlier|t|marry|English
macium|French (Anglo-Norman)|immediate|t|mason|English
*matiō, -nem|Late Latin|earlier|t|mason|English
magister|Latin|immediate|t|master|English
maţţa|Phoenician|earlier|t|mat|English
matta|Late Latin|immediate|t|mat|English
mèche|French|immediate|t|match|English
múxā|Greek|earlier|t|match|English
materas|French (Anglo-Norman)|immediate|t|mattress|English
ţaraħa|Arabic|earlier|t|mattress|English
mesurer|French (Anglo-Norman)|immediate|t|measure|English
mēnsūrāre|Late Latin|earlier|t|measure|English
medicīna|Latin|earlier|t|medicine|English
medicine|Old French|immediate|t|medicine|English
marchand|French (Anglo-Norman)|immediate|t|merchant|English
mercārī|Latin|earlier|t|merchant|English
molīna|Late Latin|immediate|t|mill|English
millet|French|immediate|t|millet|English
milium|Latin|earlier|t|millet|English
minister|Latin|earlier|t|minister|English
menestre|French (Anglo-Norman)|immediate|t|minister|English
miroir|French|immediate|t|mirror|English
mīrārī|Latin|earlier|t|mirror|English
taka|Old Norse|immediate|t|mistake|English
miscere|Latin|earlier|t|mix|English
mixte|French|immediate|t|mix|English
molaris|Latin|immediate|t|molar (tooth)|English
monēta|Latin|earlier|t|money|English
monai|French (Anglo-Norman)|immediate|t|money|English
mos|Eastern Abenaki|immediate|t|moose|English
mortier|French|immediate|t|mortar|English
mortier|French (Anglo-Norman)|immediate|t|mortar|English
mortarium|Latin|earlier|t|mortar|English
mortarium|Latin|earlier|t|mortar|English
meseache|Middle French|immediate|t|mosque|English
masjid|Arabic|earlier|t|mosque|English
mosquito|Spanish|immediate|t|mosquito|English
motor|Latin|immediate|t|motor|English
kúklos|Greek|immediate|t|motorcycle|English
modulus|Latin|earlier|t|mould|English
modle|French (Anglo-Norman)|immediate|t|mould|English
mons; montānus|Latin|earlier|t|mountain|English
montagne|French|immediate|t|mountain|English
movēre|Latin|earlier|t|move|English
mover|French (Anglo-Norman)|immediate|t|move|English
modde|Dutch|immediate|t|mud|English
mul|French (Anglo-Norman)|immediate|t|mule|English
mūlus|Latin|earlier|t|mule|English
mummelen|Middle Low German|immediate|f|mumble|English
mummelen|Dutch|immediate|f|mumble|English
mussirio|Late Latin|earlier|t|mushroom|English
muserun|French (Anglo-Norman)|immediate|t|mushroom|English
musique|French (Anglo-Norman)|immediate|t|music|English
mousikē|Greek|earlier|t|music|English
muet|French|immediate|t|mute|English
mūtus|Latin|earlier|t|mute|English
necessi-tās, -tātem|Latin|earlier|t|necessity|English
necessite|French (Anglo-Norman)|immediate|t|necessity|English
laqueus|Latin|earlier|t|necklace|English
laz|French (Anglo-Norman)|immediate|t|necklace|English
nepō-s, -tem|Latin|earlier|t|nephew|English
neveu|French|immediate|t|nephew|English
baggi|Old Norse|immediate|t|netbag|English
neptia|Late Latin|earlier|t|niece|English
nice|French (Anglo-Norman)|immediate|t|niece|English
nōbilis|Latin|earlier|t|noble|English
noble|French (Anglo-Norman)|immediate|t|noble|English
nōna|Latin|immediate|t|noon|English
nombre|French|immediate|t|number|English
numerus|Latin|earlier|t|number|English
nourice|French (Anglo-Norman)|immediate|t|nurse|English
nūtrīcia|Latin|earlier|t|nurse|English
obéir|French|immediate|t|obey|English
obædīre < ob-audīre|Latin|earlier|t|obey|English
obscūrus|Latin|earlier|t|obscure|English
oscur|Old French|immediate|t|obscure|English
ocean|Middle French|immediate|t|ocean|English
okeanos|Greek|earlier|t|ocean|English
oleum|Latin|immediate|t|oil|English
unguere|Latin|earlier|t|ointment|English
oinement|French (Anglo-Norman)|immediate|t|ointment|English
elaiá|Greek|earlier|t|olive|English
olīva|Latin|immediate|t|olive|English
ōmen|Latin|immediate|t|omen|English
opassom|Algonquian (Powhatan)|immediate|t|opossum|English
nāram|Tamil|earlier|t|orange|English
orenge|French (Anglo-Norman)|immediate|t|orange|English
ordonner|French|immediate|t|order|English
ordināre; ordō, -nem|Latin|earlier|t|order|English
ornament|French (Anglo-Norman)|immediate|t|ornament|English
ōrnāmentum|Latin|earlier|t|ornament|English
orphanós|Greek|earlier|t|orphan|English
orphanus|Latin|immediate|t|orphan|English
Unidentifiable|Unidentified|immediate|t|outrigger|English
padela|Late Latin|immediate|t|paddle|English
padi|Malay|immediate|t|paddy|English
poinē|Greek|earlier|t|pain|English
peine|French|immediate|t|pain|English
pingere|Latin|earlier|t|paint|English
peint|French (Anglo-Norman)|immediate|t|paint|English
pingere|Latin|earlier|t|paint|English
peindre|French (Anglo-Norman)|immediate|t|paint|English
paire|French (Anglo-Norman)|immediate|t|pair|English
par|Latin|earlier|t|pair|English
palma|Latin|immediate|t|palm|English
paume|French|immediate|t|palm|English
palma|Latin|earlier|t|palm|English
panna|Vulgar Latin|immediate|t|pan|English
patánē|Greek|earlier|t|pan|English
papir|French (Anglo-Norman)|immediate|t|paper|English
pápūros|Greek|earlier|t|paper|English
perdonāre|Latin|earlier|t|pardon|English
pardonner|French|immediate|t|pardon|English
parent|French|immediate|t|parent|English
paren-s, -tem|Latin|earlier|t|parent|English
par-s, -tem|Latin|immediate|t|part|English
pastura|Latin|earlier|t|pasture|English
pastour|French (Anglo-Norman)|immediate|t|pasture|English
Unidentifiable|Unidentified|immediate|t|path|English
pācāre|Latin|earlier|t|pay|English
paier|French (Anglo-Norman)|immediate|t|pay|English
pax, -cem|Latin|earlier|t|peace|English
pes|French (Anglo-Norman)|immediate|t|peace|English
pilāre|Latin|immediate|t|peel|English
pegge|Middle Dutch|immediate|t|peg|English
penna|Latin|immediate|t|pen|English
pēnis|Latin|immediate|t|penis|English
populus|Latin|earlier|t|people|English
people|French (Anglo-Norman)|immediate|t|people|English
pippah|Sanskrit|earlier|t|pepper|English
piper|Latin|immediate|t|pepper|English
perjurie|French (Anglo-Norman)|immediate|t|perjury|English
periūrium|Latin|earlier|t|perjury|English
prósōpon|Greek|earlier|t|person|English
persone|Middle French|immediate|t|person|English
pistillum|Latin|earlier|t|pestle|English
pestel|Old French|immediate|t|pestle|English
petroleum|Late Latin|immediate|t|petrol(eum)|English
peece|French (Anglo-Norman)|immediate|t|piece|English
pecia|Late Latin|earlier|t|piece|English
pile|French|immediate|t|pile up|English
pīla|Latin|earlier|t|pile up|English
pille|Middle Low German|immediate|f|pill|English
pilula|Latin|earlier|t|pill|English
pille|Dutch|immediate|f|pill|English
pulvīnus|Latin|immediate|t|pillow|English
pinna|Latin|immediate|t|pin|English
*pinchier|French (Anglo-Norman)|immediate|t|pinch|English
*pinctiāre|Late Latin|earlier|t|pinch|English
pīnus|Latin|immediate|t|pine|English
pīpa|Late Latin|immediate|t|pipe|English
pisser|French|immediate|t|piss|English
pic|French|immediate|t|pitchfork|English
*pikka|Germanic|earlier|t|pitchfork|English
pietā-s, -tem|Latin|earlier|t|pity|English
pite|French (Anglo-Norman)|immediate|t|pity|English
plateía|Greek|earlier|t|place|English
platea|Latin|immediate|t|place|English
plain|French|immediate|t|plain|English
plānus|Latin|earlier|t|plain|English
plaintif|French (Anglo-Norman)|immediate|t|plaintiff|English
planctus|Latin|earlier|t|plaintiff|English
*plictum|Late Latin|earlier|t|plait|English
pleit|French (Anglo-Norman)|immediate|t|plait|English
planta|Latin|immediate|t|plant|English
plantare|Latin|immediate|t|plant|English
plássein|Greek|earlier|t|plastic|English
plastica|Italian|immediate|t|plastic|English
plat|French (Anglo-Norman)|immediate|t|plate|English
plattus|Late Latin|earlier|t|plate|English
plat|French|immediate|t|plot|English
plattus|Latin|earlier|t|plot|English
pokete|French (Anglo-Norman)|immediate|t|pocket|English
poiētēs|Greek|earlier|t|poet|English
poète|French|immediate|t|poet|English
punctum|Latin|earlier|t|pointed|English
point|French|immediate|t|pointed|English
potiō, -nem|Latin|earlier|t|poison|English
poison|French|immediate|t|poison|English
pólis|Greek|earlier|t|police|English
police|French|immediate|t|police|English
poncho|Spanish|immediate|t|poncho|English
punchu|Mapudungun|earlier|t|poncho|English
povre|French (Anglo-Norman)|immediate|t|poor|English
pauper|Latin|earlier|t|poor|English
porcus piscis|Latin|earlier|t|porpoise|English
porpois|French (Anglo-Norman)|immediate|t|porpoise|English
porta|Latin|immediate|t|port|English
posta|Latin|immediate|t|post|English
posita|Latin|earlier|t|post|English
poste|French|immediate|t|post|English
khártēs|Greek|earlier|t|postcard|English
carte|French|immediate|t|postcard|English
pot|French|immediate|t|pot|English
*pottus|Latin|earlier|t|pot|English
patata|Spanish|immediate|t|potato|English
batata|Taino|earlier|t|potato|English
pottus|Latin|immediate|t|potter|English
pouleterie|French|immediate|t|poultry|English
pullus|Latin|earlier|t|poultry|English
pretiāre|Late Latin|earlier|t|praise|English
preisier|French (Anglo-Norman)|immediate|t|praise|English
prēcārī|Latin|earlier|t|pray|English
prier|French|immediate|t|pray|English
praedicâre|Latin|earlier|t|preach|English
prechier|French (Anglo-Norman)|immediate|t|preach|English
precipice|French|immediate|t|precipice|English
praecipitium|Latin|earlier|t|precipice|English
praegnan-s, -tem|Latin|immediate|t|pregnant|English
praeservāre|Late Latin|earlier|t|preserve|English
préserver|French|immediate|t|preserve|English
praesiden-s, -tis|Latin|earlier|t|president|English
president|French (Anglo-Norman)|immediate|t|president|English
pressāre|Latin|earlier|t|press|English
presser|French|immediate|t|press|English
praevenīre|Latin|immediate|t|prevent|English
pretium|Latin|earlier|t|price|English
pris|French (Anglo-Norman)|immediate|t|price|English
presbúteros|Greek|earlier|t|priest|English
presbyter|Latin|immediate|t|priest|English
prehensiō, -nem|Latin|earlier|t|prison|English
prisun|French (Anglo-Norman)|immediate|t|prison|English
prisonier|Old French|immediate|t|prisoner|English
promittere|Latin|earlier|t|promise|English
promettre|French|immediate|t|promise|English
prōstitūta|Latin|immediate|t|prostitute|English
prũt|French (Anglo-Norman)|immediate|t|proud|English
prōdis|Latin|earlier|t|proud|English
pūbēs|Latin|immediate|t|pubic hair|English
pépōn|Greek|earlier|t|pumpkin|English
pompion|French|immediate|t|pumpkin|English
punisement|French (Anglo-Norman)|immediate|t|punishment|English
punīre|Latin|earlier|t|punishment|English
pupille|Old French|immediate|t|pupil|English
pũpillus|Latin|earlier|t|pupil|English
poursuivre|French|immediate|t|pursue|English
persequī|Latin|earlier|t|pursue|English
pūs|Latin|immediate|t|pus|English
pulsāre|Latin|earlier|t|push|English
pousser|French|immediate|t|push|English
quaille|Old French|immediate|t|quail|English
quacula/coacula|Late Latin|earlier|t|quail|English
querele|Old French|immediate|t|quarrel|English
querella|Latin|earlier|t|quarrel|English
quiete|French (Anglo-Norman)|immediate|t|quiet|English
quiētus|Latin|earlier|t|quiet|English
robett|French (Walloon)|immediate|t|rabbit|English
árehkan|Algonquian (Powhatan)|immediate|t|raccoon|English
radius|Latin|immediate|t|radio|English
raptr|Old Norse|immediate|t|raft|English
ragg|Old Norse|immediate|t|rag|English
reisa|Old Norse|immediate|t|raise|English
rapīna|Latin|earlier|t|rape|English
rape|French (Anglo-Norman)|immediate|t|rape|English
*rāsāre|Latin|earlier|t|razor|English
razor|French (Anglo-Norman)|immediate|t|razor|English
riffe|Dutch|immediate|f|reef|English
riffe|Middle Low German|immediate|f|reef|English
refuser|French|immediate|t|refuse|English
*refūsāre|Latin|earlier|t|refuse|English
regretter|French|immediate|t|regret|English
hreinndýri|Old Norse|immediate|t|reindeer|English
relatīvus|Latin|earlier|t|relative|English
relatif|Latin|immediate|t|relative|English
religiō, -nem|Latin|earlier|t|religion|English
religiun|French (Anglo-Norman)|immediate|t|religion|English
remanēre|Latin|earlier|t|remain|English
remayn-|French (Anglo-Norman)|immediate|t|remain|English
remanēre|Latin|earlier|t|remains|English
remanoir|French (Anglo-Norman)|immediate|t|remains|English
remembrer|French (Anglo-Norman)|immediate|t|remember|English
rēmemorārī|Latin|earlier|t|remember|English
rēplicāre|Latin|earlier|t|reply|English
replier|French|immediate|t|reply|English
*re-excūtere|Latin|earlier|t|rescue|English
rescoure|French (Anglo-Norman)|immediate|t|rescue|English
rētrahere|Latin|earlier|t|retreat|English
retraire|Old French|immediate|t|retreat|English
*re-tornāre|Late Latin|earlier|t|return|English
retourner|French (Anglo-Norman)|immediate|t|return|English
riz|French|immediate|t|rice|English
arici|Tamil|earlier|t|rice|English
rīx|Celtic|immediate|t|rich|English
pālus|Latin|immediate|t|ridgepole|English
ripuārius|Latin|earlier|t|river|English
river|French (Anglo-Norman)|immediate|t|river|English
rostir|Old French|immediate|t|roast|English
*raustjan|West Germanic|earlier|t|roast|English
roque, rocque, roche|French (Anglo-Norman)|immediate|t|rock|English
rouler|French|immediate|t|roll|English
*rotulāre|Latin|earlier|t|roll|English
rotinn|Old Norse|immediate|t|rotten|English
rotundus|Latin|earlier|t|round|English
rond|French|immediate|t|round|English
rubben|Middle Low German|immediate|f|rub|English
rubben|Dutch|immediate|f|rub|English
rugga|Norwegian|immediate|t|rug|English
rēgulāre|Late Latin|earlier|t|rule|English
riule|French (Anglo-Norman)|immediate|t|rule|English
sacrifice|French|immediate|t|sacrifice|English
sacrificium|Latin|earlier|t|sacrifice|English
sámr|Old Norse|immediate|t|same|English
Saturnus|Latin|immediate|t|Saturday|English
saussier|Old French|immediate|t|saucer|English
salsārium|Late Latin|earlier|t|saucer|English
salsīcia|Late Latin|earlier|t|sausage|English
saussiche|Old French|immediate|t|sausage|English
sabana|Taino|earlier|t|savanna|English
sabana|Spanish|immediate|t|savanna|English
*skaljā|Germanic|earlier|t|scale|English
escale|Middle French|immediate|t|scale|English
eacare|Middle French|immediate|t|scar|English
eskhárā|Greek|earlier|t|scar|English
schola|Latin|immediate|t|school|English
skholē|Greek|earlier|t|school|English
*cīsōria (Pl; unattested)|Late Latin|earlier|t|scissors|English
cisoirs|Old French|immediate|t|scissors|English
skáldr|Old Norse|immediate|t|scold|English
skorpios|Greek|earlier|t|scorpion|English
scorpion|French|immediate|t|scorpion|English
skrapa|Old Norse|immediate|t|scrape|English
escroue|Old French|immediate|t|screw|English
sculptor|Latin|immediate|t|sculptor|English
gwylan|Welsh|immediate|t|(sea)gull|English
satiō, -nem|Latin|earlier|t|season|English
seson|Old French|immediate|t|season|English
secundus|Latin|earlier|t|second|English
second|French|immediate|t|second|English
secré|French (Anglo-Norman)|immediate|t|secret|English
sēcrētum|Latin|earlier|t|secret|English
séma|Old Norse|immediate|t|seem|English
sēparāre|Latin|immediate|t|separate|English
servant|French (Anglo-Norman)|immediate|t|servant|English
servīre|Latin|earlier|t|servant|English
schelf|Middle Low German|immediate|t|shelf|English
schoppen|Middle Low German|earlier|t|shop|English
eschoppe|French (Anglo-Norman)|immediate|t|shop|English
schôre|Dutch|immediate|f|shore|English
schôre|Middle Low German|immediate|f|shore|English
skrækja|Old Norse|immediate|t|shriek|English
schrimpen|Middle High German|immediate|t|shrimp|English
secula|Latin|immediate|t|sickle|English
sirege|Mongolian|earlier|t|silk|English
sēricus|Latin|immediate|t|silk|English
Unidentifiable|Unidentified|immediate|t|silver|English
similāris|Latin|earlier|t|similar|English
similaire|French|immediate|t|similar|English
systir|Old Norse|immediate|t|sister|English
skinn|Old Norse|immediate|t|skin|English
skinn|Old Norse|immediate|t|skin|English
skyrta|Old Norse|immediate|t|skirt|English
skoltr|Old Norse|immediate|t|skull|English
ský|Old Norse|immediate|t|sky|English
esclave|French|immediate|t|slave|English
sclavus|Latin|earlier|t|slave|English
slede|Dutch|immediate|f|sledge|English
slede|Middle Low German|immediate|f|sledge|English
slinge|Dutch|immediate|f|sling|English
slinge|Middle Low German|immediate|f|sling|English
slippen|Dutch|immediate|t|slip|English
*smīlen|Middle Low German|immediate|t|smile|English
soccus|Latin|immediate|t|sock|English
solum|Latin|earlier|t|soil|English
seuil|French|immediate|t|soil|English
solidārius|Late Latin|earlier|t|soldier|English
soldier|Old French|immediate|t|soldier|English
sorcier|Middle French|immediate|t|sorcerer|English
*sortiārius|Late Latin|earlier|t|sorcerer|English
son|French|immediate|t|sound|English
sonus|Latin|earlier|t|sound|English
*supian|Germanic|earlier|t|soup|English
soupe|French|immediate|t|soup|English
espine|Middle French|immediate|t|spine|English
spīna|Latin|earlier|t|spine|English
spirit|French (Anglo-Norman)|immediate|t|spirit|English
spiritus|Latin|earlier|t|spirit|English
esplen|Middle French|immediate|t|spleen|English
splēn|Greek|earlier|t|spleen|English
splitten|Dutch|immediate|f|split|English
splitten|Middle Low German|immediate|f|split|English
esquire|French (Anglo-Norman)|immediate|t|square|English
*exquadra|Late Latin|earlier|t|square|English
asquutasquash|Narragansett|immediate|t|squash|English
esquirel|Old French|immediate|t|squirrel|English
skíouros|Greek|earlier|t|squirrel|English
estable|French (Anglo-Norman)|immediate|t|stable|English
stabulum|Latin|earlier|t|stable|English
*stallo|Germanic|earlier|t|stallion|English
estalon|Old French|immediate|t|stallion|English
statua|Latin|immediate|t|statue|English
estaier|French (Anglo-Norman)|immediate|t|stay|English
stāre|Latin|earlier|t|stay|English
raia|Latin|earlier|t|(sting)ray|English
raie|French|immediate|t|(sting)ray|English
estomac|French|immediate|t|stomach|English
